ori,Agency Name,Murder,Rape,Robbery,Aggravated Assault,Burglary,Theft,Motor Vehicle Theft,Year,Month,State,Type
CA0310300,Lincoln,0,0,0,0,1,19,5,2025,11,CA,City
CA0310300,Lincoln,0,2,1,0,1,10,1,2025,12,CA,City
CA0310300,Lincoln,0,2,1,4,1,21,4,2026,1,CA,City
CA0310300,Lincoln,1,2,0,5,0,22,3,2026,2,CA,City
CA0310300,Lincoln,0,1,0,0,0,13,1,2026,3,CA,City
CA0310300,Lincoln,0,1,0,3,0,18,0,2026,4,CA,City
CA0310300,Lincoln,0,2,0,5,0,22,1,2026,5,CA,City
CA0310300,Lincoln,0,4,1,2,0,19,0,2026,6,CA,City
CA0010700,Livermore,0,3,3,6,19,70,17,2025,10,CA,City
CA0010700,Livermore,0,1,1,9,17,84,28,2025,11,CA,City
CA0010700,Livermore,1,3,2,4,13,86,9,2025,12,CA,City
CA0010700,Livermore,0,6,3,3,13,74,24,2026,1,CA,City
CA0010700,Livermore,0,2,0,5,24,63,20,2026,2,CA,City
CA0010700,Livermore,0,6,7,11,4,70,12,2026,3,CA,City
CA0010700,Livermore,0,1,1,12,20,85,15,2026,4,CA,City
CA0010700,Livermore,0,0,0,0,0,0,0,2026,5,CA,City
CA0010700,Livermore,0,0,0,0,0,0,0,2026,6,CA,City
CA0194200,Los Angeles,14,94,612,1357,964,4514,1687,2025,10,CA,City
CA0194200,Los Angeles,12,126,577,1357,964,4062,1578,2025,11,CA,City
CA0194200,Los Angeles,20,101,601,1331,935,4554,1567,2025,12,CA,City
CA0194200,Los Angeles,24,111,557,1350,899,4496,1410,2026,1,CA,City
CA0194200,Los Angeles,10,88,509,1205,705,4120,1165,2026,2,CA,City
CA0194200,Los Angeles,14,143,600,1482,749,4493,1287,2026,3,CA,City
CA0194200,Los Angeles,19,108,558,1387,721,4440,1253,2026,4,CA,City
CA0194200,Los Angeles,24,107,603,1377,748,4515,1387,2026,5,CA,City
CA0194200,Los Angeles,16,107,603,1343,732,4689,1352,2026,6,CA,City
CA0200200,Madera,0,1,4,18,6,39,13,2025,10,CA,City
CA0200200,Madera,0,2,5,22,9,51,11,2025,11,CA,City
CA0200200,Madera,0,0,8,20,3,60,17,2025,12,CA,City
CA0200200,Madera,0,0,3,14,7,35,21,2026,1,CA,City
CA0200200,Madera,0,0,4,9,6,29,12,2026,2,CA,City
CA0200200,Madera,0,2,1,15,2,44,5,2026,3,CA,City
CA0200200,Madera,0,2,3,22,4,37,17,2026,4,CA,City
CA0200200,Madera,0,1,1,17,2,35,16,2026,5,CA,City
CA0200200,Madera,0,2,1,14,6,29,12,2026,6,CA,City
CA0390300,Manteca,1,3,4,22,18,68,29,2025,10,CA,City
CA0390300,Manteca,0,0,8,26,14,99,16,2025,11,CA,City
CA0390300,Manteca,0,1,4,26,11,91,21,2025,12,CA,City
CA0390300,Manteca,0,3,6,9,12,100,20,2026,1,CA,City
CA0390300,Manteca,0,1,3,12,4,61,10,2026,2,CA,City
CA0390300,Manteca,0,1,4,18,10,90,20,2026,3,CA,City
CA0390300,Manteca,0,1,3,13,12,86,24,2026,4,CA,City
CA0390300,Manteca,0,3,2,23,13,82,8,2026,5,CA,City
CA0390300,Manteca,0,1,2,25,5,65,11,2026,6,CA,City
CA0240600,Merced,0,5,9,34,26,136,26,2025,10,CA,City
CA0240600,Merced,1,2,12,29,43,131,35,2025,11,CA,City
CA0240600,Merced,0,1,9,22,34,188,19,2025,12,CA,City
CA0240600,Merced,4,9,10,33,42,147,30,2026,1,CA,City
CA0240600,Merced,2,6,7,33,31,114,14,2026,2,CA,City
CA0240600,Merced,0,6,8,37,34,155,23,2026,3,CA,City
CA0240600,Merced,1,5,15,38,23,151,17,2026,4,CA,City
CA0240600,Merced,0,1,21,60,23,158,25,2026,5,CA,City
CA0240600,Merced,0,3,11,46,20,124,21,2026,6,CA,City
CA030350X,Mission Viejo,0,0,3,1,7,31,2,2025,10,CA,City
CA030350X,Mission Viejo,0,2,1,7,2,42,2,2025,11,CA,City
CA030350X,Mission Viejo,0,0,2,2,2,43,7,2025,12,CA,City
CA030350X,Mission Viejo,0,1,0,6,5,52,4,2026,1,CA,City
CA030350X,Mission Viejo,0,1,4,6,4,48,3,2026,2,CA,City
CA030350X,Mission Viejo,0,3,5,6,10,31,10,2026,3,CA,City
CA030350X,Mission Viejo,0,0,0,6,2,41,8,2026,4,CA,City
CA030350X,Mission Viejo,0,0,1,4,3,37,12,2026,5,CA,City
CA030350X,Mission Viejo,0,0,5,5,7,33,0,2026,6,CA,City
CA0270000,Monterey,0,1,3,24,14,53,3,2025,10,CA,County
CA0270000,Monterey,0,2,3,30,9,27,4,2025,11,CA,County
CA0270000,Monterey,0,0,2,23,10,36,5,2025,12,CA,County
CA0270000,Monterey,0,3,3,15,7,30,1,2026,1,CA,County
CA0270000,Monterey,1,3,5,18,6,24,1,2026,2,CA,County
CA0270000,Monterey,2,0,1,14,5,38,2,2026,3,CA,County
CA0270000,Monterey,0,2,1,20,3,50,5,2026,4,CA,County
CA0270000,Monterey,0,0,2,29,6,35,5,2026,5,CA,County
CA0270000,Monterey,0,2,4,16,4,19,6,2026,6,CA,County
CA0194800,Monterey Park,0,1,1,5,13,52,18,2025,10,CA,City
CA0194800,Monterey Park,0,0,3,5,15,43,11,2025,11,CA,City
CA0194800,Monterey Park,0,0,8,5,12,43,13,2025,12,CA,City
CA0194800,Monterey Park,0,0,6,4,19,55,21,2026,1,CA,City
CA0194800,Monterey Park,0,0,5,11,17,55,13,2026,2,CA,City
CA0194800,Monterey Park,0,0,2,7,11,57,16,2026,3,CA,City
CA0194800,Monterey Park,0,0,7,6,9,58,12,2026,4,CA,City
CA0194800,Monterey Park,0,1,2,8,12,48,16,2026,5,CA,City
CA0194800,Monterey Park,0,0,5,8,12,56,11,2026,6,CA,City
CA0431100,Mountain View,0,1,2,16,30,203,8,2025,10,CA,City
CA0431100,Mountain View,0,1,2,7,11,137,3,2025,11,CA,City
CA0431100,Mountain View,0,1,3,9,22,151,3,2025,12,CA,City
CA0431100,Mountain View,0,2,4,6,24,160,9,2026,1,CA,City
CA0431100,Mountain View,0,3,4,12,26,124,4,2026,2,CA,City
CA0431100,Mountain View,0,3,5,16,11,122,6,2026,3,CA,City
CA0431100,Mountain View,0,1,2,9,12,112,8,2026,4,CA,City
CA0431100,Mountain View,0,1,3,13,18,126,8,2026,5,CA,City
CA0431100,Mountain View,0,1,4,12,14,154,8,2026,6,CA,City
CA0280200,Napa,0,1,2,6,8,51,2,2025,10,CA,City
CA0280200,Napa,0,1,2,8,8,43,4,2025,11,CA,City
CA0280200,Napa,0,1,1,7,6,53,6,2025,12,CA,City
CA0280200,Napa,0,2,1,4,6,56,11,2026,1,CA,City
CA0280200,Napa,0,1,1,4,2,51,4,2026,2,CA,City
CA0280200,Napa,0,6,1,9,1,71,6,2026,3,CA,City
CA0280200,Napa,0,1,3,14,4,47,5,2026,4,CA,City
CA0280200,Napa,0,1,0,12,7,81,5,2026,5,CA,City
CA0280200,Napa,0,3,1,5,1,24,5,2026,6,CA,City
CA0301400,Newport Beach,0,5,1,12,6,74,8,2025,10,CA,City
CA0301400,Newport Beach,0,2,3,9,15,62,7,2025,11,CA,City
CA0301400,Newport Beach,0,4,5,11,14,80,8,2025,12,CA,City
CA0301400,Newport Beach,0,0,1,4,19,60,8,2026,1,CA,City
CA0301400,Newport Beach,0,2,2,4,9,60,10,2026,2,CA,City
CA0301400,Newport Beach,0,1,2,10,16,82,15,2026,3,CA,City
CA0301400,Newport Beach,0,1,4,6,8,57,12,2026,4,CA,City
CA0301400,Newport Beach,0,1,4,4,3,59,4,2026,5,CA,City
CA0301400,Newport Beach,0,0,0,0,0,0,0,2026,6,CA,City
CA0210600,Novato,0,2,0,7,4,53,5,2025,10,CA,City
CA0210600,Novato,0,0,0,6,1,41,17,2025,11,CA,City
CA0210600,Novato,0,1,0,7,2,46,11,2025,12,CA,City
CA0210600,Novato,0,1,3,6,2,37,8,2026,1,CA,City
CA0210600,Novato,0,0,2,13,3,49,7,2026,2,CA,City
CA0210600,Novato,0,0,1,9,1,34,2,2026,3,CA,City
CA0210600,Novato,0,1,1,6,4,30,6,2026,4,CA,City
CA0210600,Novato,0,0,1,5,2,22,3,2026,5,CA,City
CA0210600,Novato,0,0,0,0,0,0,0,2026,6,CA,City
CA0560400,Oxnard,0,4,12,90,20,185,27,2025,10,CA,City
CA0560400,Oxnard,1,7,20,53,20,153,27,2025,11,CA,City
CA0560400,Oxnard,0,6,20,85,36,182,42,2025,12,CA,City
CA0560400,Oxnard,0,6,13,59,20,158,30,2026,1,CA,City
CA0560400,Oxnard,1,5,10,63,15,133,26,2026,2,CA,City
CA0560400,Oxnard,0,11,5,71,18,179,51,2026,3,CA,City
CA0560400,Oxnard,0,5,8,64,6,153,39,2026,4,CA,City
CA0560400,Oxnard,0,11,11,80,5,132,36,2026,5,CA,City
CA0560400,Oxnard,0,0,0,6,0,3,0,2026,6,CA,City
CA0431200,Palo Alto,0,0,5,5,18,155,4,2025,10,CA,City
CA0431200,Palo Alto,0,0,0,6,19,101,3,2025,11,CA,City
CA0431200,Palo Alto,0,0,1,15,11,122,2,2025,12,CA,City
CA0431200,Palo Alto,0,2,0,3,18,104,3,2026,1,CA,City
CA0431200,Palo Alto,0,3,3,5,21,130,3,2026,2,CA,City
CA0431200,Palo Alto,0,2,1,7,10,104,4,2026,3,CA,City
CA0431200,Palo Alto,0,1,0,3,5,78,3,2026,4,CA,City
CA0431200,Palo Alto,0,0,1,5,7,99,4,2026,5,CA,City
CA0431200,Palo Alto,0,0,2,5,6,156,1,2026,6,CA,City
CA0195300,Pasadena,0,2,15,32,34,190,17,2025,10,CA,City
CA0195300,Pasadena,0,1,10,28,63,223,15,2025,11,CA,City
CA0195300,Pasadena,0,0,14,22,48,221,23,2025,12,CA,City
CA0195300,Pasadena,1,5,5,33,50,201,7,2026,1,CA,City
CA0195300,Pasadena,0,1,4,33,18,191,15,2026,2,CA,City
CA0195300,Pasadena,0,1,9,29,37,199,22,2026,3,CA,City
CA0195300,Pasadena,0,3,11,35,33,180,21,2026,4,CA,City
CA0195300,Pasadena,0,4,12,35,39,190,10,2026,5,CA,City
CA0195300,Pasadena,0,2,6,47,27,194,14,2026,6,CA,City
CA0490800,Petaluma,0,6,0,4,2,35,8,2025,10,CA,City
CA0490800,Petaluma,0,2,1,11,4,35,5,2025,11,CA,City
CA0490800,Petaluma,0,3,2,7,5,26,2,2025,12,CA,City
CA0490800,Petaluma,0,3,1,5,6,34,7,2026,1,CA,City
CA0490800,Petaluma,0,1,3,0,5,31,12,2026,2,CA,City
CA0490800,Petaluma,0,6,2,3,6,34,4,2026,3,CA,City
CA0490800,Petaluma,0,6,2,1,2,30,5,2026,4,CA,City
CA0490800,Petaluma,0,0,2,5,4,39,1,2026,5,CA,City
CA0490800,Petaluma,0,0,2,7,0,23,5,2026,6,CA,City
CA0310000,Placer,0,7,3,14,10,60,4,2025,10,CA,County
CA0310000,Placer,0,5,0,32,5,56,3,2025,11,CA,County
CA0310000,Placer,0,8,2,15,8,57,3,2025,12,CA,County
CA0310000,Placer,0,5,4,18,6,55,4,2026,1,CA,County
CA0310000,Placer,0,0,1,25,13,53,1,2026,2,CA,County
CA0310000,Placer,0,6,0,14,8,62,1,2026,3,CA,County
CA0310000,Placer,0,3,1,26,5,63,3,2026,4,CA,County
CA0310000,Placer,0,4,0,28,11,42,1,2026,5,CA,County
CA0310000,Placer,0,0,0,0,0,0,0,2026,6,CA,County
CA0011100,Pleasanton,0,0,2,1,17,47,10,2025,10,CA,City
CA0011100,Pleasanton,0,3,1,2,16,52,6,2025,11,CA,City
CA0011100,Pleasanton,0,0,1,4,6,72,11,2025,12,CA,City
CA0011100,Pleasanton,0,0,1,1,6,65,12,2026,1,CA,City
CA0011100,Pleasanton,2,0,1,3,8,37,10,2026,2,CA,City
CA0011100,Pleasanton,0,0,4,1,8,57,10,2026,3,CA,City
CA0011100,Pleasanton,0,0,2,3,5,48,7,2026,4,CA,City
CA0011100,Pleasanton,0,2,5,3,5,54,6,2026,5,CA,City
CA0011100,Pleasanton,0,1,1,1,2,56,6,2026,6,CA,City
CA0195500,Pomona,0,7,15,52,28,169,49,2025,10,CA,City
CA0195500,Pomona,1,12,18,45,38,210,69,2025,11,CA,City
CA0195500,Pomona,0,5,17,35,41,180,70,2025,12,CA,City
CA0195500,Pomona,0,5,27,42,47,230,76,2026,1,CA,City
CA0195500,Pomona,1,5,15,45,37,189,62,2026,2,CA,City
CA0195500,Pomona,0,8,32,49,48,200,47,2026,3,CA,City
CA0195500,Pomona,0,2,24,62,35,164,53,2026,4,CA,City
CA0195500,Pomona,1,6,19,59,46,112,58,2026,5,CA,City
CA0195500,Pomona,0,1,1,0,0,0,2,2026,6,CA,City
CA0540500,Porterville,0,4,3,18,13,42,11,2025,10,CA,City
CA0540500,Porterville,0,3,5,20,2,43,13,2025,11,CA,City
CA0540500,Porterville,0,3,4,10,5,50,7,2025,12,CA,City
CA0540500,Porterville,0,1,0,7,5,38,11,2026,1,CA,City
CA0540500,Porterville,0,1,3,10,8,40,9,2026,2,CA,City
CA0540500,Porterville,1,2,4,10,7,50,15,2026,3,CA,City
CA0540500,Porterville,0,3,5,10,5,49,13,2026,4,CA,City
CA0540500,Porterville,0,2,5,12,6,41,9,2026,5,CA,City
CA0540500,Porterville,0,4,7,12,8,36,8,2026,6,CA,City
CA0195600,Redondo Beach,0,1,4,4,12,86,9,2025,10,CA,City
CA0195600,Redondo Beach,0,0,1,6,13,60,10,2025,11,CA,City
CA0195600,Redondo Beach,0,2,5,7,20,100,11,2025,12,CA,City
CA0195600,Redondo Beach,0,0,2,8,16,75,8,2026,1,CA,City
CA0195600,Redondo Beach,0,1,8,8,11,48,4,2026,2,CA,City
CA0195600,Redondo Beach,0,0,4,15,20,88,6,2026,3,CA,City
CA0195600,Redondo Beach,0,0,6,7,14,61,14,2026,4,CA,City
CA0195600,Redondo Beach,0,1,7,6,13,95,16,2026,5,CA,City
CA0195600,Redondo Beach,0,0,0,0,0,20,1,2026,6,CA,City
CA0411300,Redwood City,0,1,4,18,7,69,12,2025,10,CA,City
CA0411300,Redwood City,1,3,1,17,11,77,8,2025,11,CA,City
CA0411300,Redwood City,1,3,6,9,10,80,12,2025,12,CA,City
CA0411300,Redwood City,0,2,8,6,5,94,4,2026,1,CA,City
CA0411300,Redwood City,0,5,2,9,5,74,14,2026,2,CA,City
CA0411300,Redwood City,0,1,9,11,9,75,12,2026,3,CA,City
CA0411300,Redwood City,0,5,7,8,6,85,6,2026,4,CA,City
CA0411300,Redwood City,0,5,3,13,8,60,8,2026,5,CA,City
CA0411300,Redwood City,0,1,2,5,3,43,7,2026,6,CA,City
CA0331300,Riverside,2,13,22,136,89,477,82,2025,10,CA,City
CA0331300,Riverside,1,11,32,115,85,405,63,2025,11,CA,City
CA0331300,Riverside,1,13,24,124,69,469,71,2025,12,CA,City
CA0331300,Riverside,0,10,23,95,71,479,58,2026,1,CA,City
CA0331300,Riverside,0,5,27,102,57,399,60,2026,2,CA,City
CA0331300,Riverside,2,11,28,128,66,439,52,2026,3,CA,City
CA0331300,Riverside,0,15,30,119,57,343,71,2026,4,CA,City
CA0331300,Riverside,1,16,27,89,60,321,77,2026,5,CA,City
CA0331300,Riverside,0,1,4,10,7,58,8,2026,6,CA,City
CA0310400,Rocklin,0,2,0,11,8,40,3,2025,10,CA,City
CA0310400,Rocklin,0,1,0,6,4,40,1,2025,11,CA,City
CA0310400,Rocklin,0,1,0,4,7,72,3,2025,12,CA,City
CA0310400,Rocklin,0,1,0,5,3,53,2,2026,1,CA,City
CA0310400,Rocklin,0,0,1,4,5,33,5,2026,2,CA,City
CA0310400,Rocklin,0,1,1,6,5,35,4,2026,3,CA,City
CA0310400,Rocklin,0,4,0,3,4,43,1,2026,4,CA,City
CA0310400,Rocklin,0,4,0,6,4,57,3,2026,5,CA,City
CA0310400,Rocklin,0,2,2,5,1,46,3,2026,6,CA,City
CA0310500,Roseville,0,4,7,17,13,118,12,2025,10,CA,City
CA0310500,Roseville,0,3,5,12,18,127,9,2025,11,CA,City
CA0310500,Roseville,1,2,8,11,13,216,11,2025,12,CA,City
CA0310500,Roseville,0,1,6,12,14,105,11,2026,1,CA,City
CA0310500,Roseville,0,2,6,13,20,110,9,2026,2,CA,City
CA0310500,Roseville,0,5,6,10,12,109,16,2026,3,CA,City
CA0310500,Roseville,0,2,7,16,12,106,6,2026,4,CA,City
CA0310500,Roseville,0,2,5,22,11,127,9,2026,5,CA,City
CA0310500,Roseville,0,6,5,13,9,111,7,2026,6,CA,City
CA0340000,Sacramento,1,13,56,193,258,449,5,2025,10,CA,County
CA0340000,Sacramento,0,7,51,216,223,481,6,2025,11,CA,County
CA0340000,Sacramento,0,25,47,165,193,482,4,2025,12,CA,County
CA0340000,Sacramento,1,17,50,154,211,476,7,2026,1,CA,County
CA0340000,Sacramento,0,14,62,178,196,434,6,2026,2,CA,County
CA0340000,Sacramento,6,17,50,229,202,497,7,2026,3,CA,County
CA0340000,Sacramento,2,9,56,185,143,466,4,2026,4,CA,County
CA0340000,Sacramento,0,6,61,208,182,406,6,2026,5,CA,County
CA0340000,Sacramento,2,3,25,75,46,156,0,2026,6,CA,County
CA0410000,San Mateo,0,2,5,18,14,81,17,2025,10,CA,County
CA0411600,San Mateo,0,3,0,11,12,108,5,2025,10,CA,City
CA0410000,San Mateo,0,4,3,5,20,68,12,2025,11,CA,County
CA0411600,San Mateo,0,5,4,4,10,96,10,2025,11,CA,City
CA0410000,San Mateo,0,4,3,11,18,85,20,2025,12,CA,County
CA0411600,San Mateo,0,0,4,3,8,111,13,2025,12,CA,City
CA0410000,San Mateo,0,2,2,18,12,95,13,2026,1,CA,County
CA0411600,San Mateo,0,1,2,8,5,101,9,2026,1,CA,City
CA0410000,San Mateo,0,1,3,10,11,65,11,2026,2,CA,County
CA0411600,San Mateo,0,3,3,8,4,95,4,2026,2,CA,City
CA0410000,San Mateo,0,2,3,10,23,85,12,2026,3,CA,County
CA0411600,San Mateo,0,3,3,9,6,93,3,2026,3,CA,City
CA0410000,San Mateo,0,4,5,12,13,59,11,2026,4,CA,County
CA0411600,San Mateo,0,2,2,2,2,98,7,2026,4,CA,City
CA0410000,San Mateo,0,4,5,20,8,93,9,2026,5,CA,County
CA0411600,San Mateo,0,3,0,8,2,89,6,2026,5,CA,City
CA0410000,San Mateo,0,2,6,9,10,54,26,2026,6,CA,County
CA0411600,San Mateo,0,1,3,12,3,69,1,2026,6,CA,City
CA0210900,San Rafael,0,7,3,2,6,63,18,2025,10,CA,City
CA0210900,San Rafael,0,2,2,5,14,71,15,2025,11,CA,City
CA0210900,San Rafael,1,2,3,10,11,60,24,2025,12,CA,City
CA0210900,San Rafael,0,3,4,4,7,72,11,2026,1,CA,City
CA0210900,San Rafael,0,3,3,8,1,53,12,2026,2,CA,City
CA0210900,San Rafael,1,5,1,7,7,73,8,2026,3,CA,City
CA0210900,San Rafael,0,2,2,5,3,57,8,2026,4,CA,City
CA0210900,San Rafael,0,1,7,12,4,45,6,2026,5,CA,City
CA0210900,San Rafael,0,1,3,12,4,46,4,2026,6,CA,City
CA0431400,Santa Clara,0,5,4,14,44,243,24,2025,10,CA,City
CA0431400,Santa Clara,0,4,4,12,35,249,29,2025,11,CA,City
CA0431400,Santa Clara,0,0,2,6,32,234,26,2025,12,CA,City
CA0431400,Santa Clara,0,2,8,11,30,252,34,2026,1,CA,City
CA0431400,Santa Clara,0,0,2,6,75,199,32,2026,2,CA,City
CA0431400,Santa Clara,0,0,5,10,38,216,36,2026,3,CA,City
CA0431400,Santa Clara,0,0,0,5,18,234,45,2026,4,CA,City
CA0431400,Santa Clara,1,2,4,4,26,228,50,2026,5,CA,City
CA0431400,Santa Clara,0,1,4,12,19,194,26,2026,6,CA,City
CA0440000,Santa Cruz,0,3,1,14,13,50,5,2025,10,CA,County
CA0440200,Santa Cruz,0,2,9,28,2,147,5,2025,10,CA,City
CA0440000,Santa Cruz,0,3,4,10,14,55,1,2025,11,CA,County
CA0440200,Santa Cruz,0,2,7,9,7,99,9,2025,11,CA,City
CA0440000,Santa Cruz,0,1,2,14,8,46,2,2025,12,CA,County
CA0440200,Santa Cruz,0,1,4,13,3,99,7,2025,12,CA,City
CA0440000,Santa Cruz,0,3,1,16,12,55,2,2026,1,CA,County
CA0440200,Santa Cruz,0,1,4,21,9,100,6,2026,1,CA,City
CA0440000,Santa Cruz,0,4,2,25,7,53,3,2026,2,CA,County
CA0440200,Santa Cruz,0,4,3,19,5,52,4,2026,2,CA,City
CA0440000,Santa Cruz,0,3,2,10,13,59,0,2026,3,CA,County
CA0440200,Santa Cruz,1,1,5,32,5,69,7,2026,3,CA,City
CA0440000,Santa Cruz,0,3,1,7,14,52,0,2026,4,CA,County
CA0440200,Santa Cruz,0,3,9,22,7,60,5,2026,4,CA,City
CA0440000,Santa Cruz,0,1,1,13,10,60,0,2026,5,CA,County
CA0440200,Santa Cruz,0,1,6,25,5,49,3,2026,5,CA,City
CA0440000,Santa Cruz,0,1,0,7,6,50,0,2026,6,CA,County
CA0440200,Santa Cruz,0,2,4,19,6,81,5,2026,6,CA,City
CA0420400,Santa Maria,0,9,8,55,25,104,44,2025,10,CA,City
CA0420400,Santa Maria,0,5,14,44,25,90,40,2025,11,CA,City
CA0420400,Santa Maria,0,5,11,44,19,90,27,2025,12,CA,City
CA0420400,Santa Maria,0,6,11,26,15,80,35,2026,1,CA,City
CA0420400,Santa Maria,0,7,11,24,19,86,29,2026,2,CA,City
CA0420400,Santa Maria,0,3,18,38,9,95,29,2026,3,CA,City
CA0420400,Santa Maria,0,5,8,34,19,91,30,2026,4,CA,City
CA0420400,Santa Maria,0,1,8,39,13,102,23,2026,5,CA,City
CA0420400,Santa Maria,0,8,13,32,12,71,17,2026,6,CA,City
CA0196500,Santa Monica,0,3,10,33,58,240,32,2025,10,CA,City
CA0196500,Santa Monica,0,3,11,37,28,200,23,2025,11,CA,City
CA0196500,Santa Monica,1,4,7,32,41,195,33,2025,12,CA,City
CA0196500,Santa Monica,1,4,9,36,37,206,25,2026,1,CA,City
CA0196500,Santa Monica,1,6,19,22,36,181,27,2026,2,CA,City
CA0196500,Santa Monica,1,3,6,38,34,221,24,2026,3,CA,City
CA0196500,Santa Monica,0,3,8,28,40,203,27,2026,4,CA,City
CA0196500,Santa Monica,0,7,10,27,31,228,25,2026,5,CA,City
CA0196500,Santa Monica,0,2,3,16,18,82,8,2026,6,CA,City
CA0490500,Santa Rosa,1,7,5,22,34,154,19,2025,10,CA,City
CA0490500,Santa Rosa,0,11,6,20,55,134,13,2025,11,CA,City
CA0490500,Santa Rosa,0,9,10,22,44,167,13,2025,12,CA,City
CA0490500,Santa Rosa,0,9,13,24,29,153,22,2026,1,CA,City
CA0490500,Santa Rosa,0,7,4,28,40,133,16,2026,2,CA,City
CA0490500,Santa Rosa,0,2,6,21,44,130,12,2026,3,CA,City
CA0490500,Santa Rosa,0,10,15,25,32,125,17,2026,4,CA,City
CA0490500,Santa Rosa,0,8,7,27,35,114,13,2026,5,CA,City
CA0490500,Santa Rosa,1,5,2,31,17,56,11,2026,6,CA,City
CA0560900,Simi Valley,0,3,1,12,11,68,11,2025,10,CA,City
CA0560900,Simi Valley,2,3,8,13,11,43,10,2025,11,CA,City
CA0560900,Simi Valley,0,4,0,8,44,57,15,2025,12,CA,City
CA0560900,Simi Valley,0,2,3,1,10,59,13,2026,1,CA,City
CA0560900,Simi Valley,0,2,2,9,12,41,10,2026,2,CA,City
CA0560900,Simi Valley,0,5,1,7,5,44,5,2026,3,CA,City
CA0560900,Simi Valley,0,0,1,7,15,81,7,2026,4,CA,City
CA0560900,Simi Valley,0,0,1,14,6,67,5,2026,5,CA,City
CA0560900,Simi Valley,0,0,0,3,1,4,1,2026,6,CA,City
CA0411700,South San Francisco,0,2,0,13,3,48,4,2025,10,CA,City
CA0411700,South San Francisco,0,1,0,20,2,56,15,2025,11,CA,City
CA0411700,South San Francisco,0,2,0,18,6,52,10,2025,12,CA,City
CA0411700,South San Francisco,0,1,0,12,3,62,8,2026,1,CA,City
CA0411700,South San Francisco,0,0,0,10,7,41,7,2026,2,CA,City
CA0411700,South San Francisco,0,0,0,13,2,48,5,2026,3,CA,City
CA0411700,South San Francisco,0,2,0,24,8,29,7,2026,4,CA,City
CA0411700,South San Francisco,0,1,1,20,6,36,4,2026,5,CA,City
CA0411700,South San Francisco,0,0,0,0,0,0,0,2026,6,CA,City
CA0431600,Sunnyvale,0,5,0,27,45,201,24,2025,10,CA,City
CA0431600,Sunnyvale,0,1,4,14,31,168,30,2025,11,CA,City
CA0431600,Sunnyvale,0,4,11,19,43,172,18,2025,12,CA,City
CA0431600,Sunnyvale,1,4,4,14,44,153,19,2026,1,CA,City
CA0431600,Sunnyvale,0,2,2,12,45,146,24,2026,2,CA,City
CA0431600,Sunnyvale,0,4,3,10,24,132,18,2026,3,CA,City
CA0431600,Sunnyvale,0,5,1,7,18,71,25,2026,4,CA,City
CA0431600,Sunnyvale,0,1,5,19,28,165,20,2026,5,CA,City
CA0431600,Sunnyvale,0,0,0,0,0,0,0,2026,6,CA,City
CA0560700,Thousand Oaks,0,3,0,11,4,69,7,2025,10,CA,City
CA0560700,Thousand Oaks,0,3,0,8,5,66,5,2025,11,CA,City
CA0560700,Thousand Oaks,0,0,3,11,5,97,5,2025,12,CA,City
CA0560700,Thousand Oaks,0,0,0,4,7,88,4,2026,1,CA,City
CA0560700,Thousand Oaks,0,0,2,11,8,86,6,2026,2,CA,City
CA0560700,Thousand Oaks,0,0,2,5,2,106,3,2026,3,CA,City
CA0560700,Thousand Oaks,0,1,1,6,9,102,2,2026,4,CA,City
CA0560700,Thousand Oaks,0,0,1,11,6,70,2,2026,5,CA,City
CA0560700,Thousand Oaks,0,3,0,8,6,26,3,2026,6,CA,City
CA0197200,Torrance,0,2,13,17,40,212,34,2025,10,CA,City
CA0197200,Torrance,0,4,9,11,44,164,38,2025,11,CA,City
CA0197200,Torrance,0,2,15,23,52,199,29,2025,12,CA,City
CA0197200,Torrance,0,4,10,19,43,189,25,2026,1,CA,City
CA0197200,Torrance,0,3,11,18,44,189,44,2026,2,CA,City
CA0197200,Torrance,1,2,10,15,32,214,31,2026,3,CA,City
CA0197200,Torrance,0,5,8,21,17,188,43,2026,4,CA,City
CA0197200,Torrance,0,2,13,18,24,237,26,2026,5,CA,City
CA0197200,Torrance,0,5,3,16,26,196,24,2026,6,CA,City
CA0540000,Tulare,1,5,6,29,17,84,10,2025,10,CA,County
CA0540600,Tulare,1,4,2,18,9,53,15,2025,10,CA,City
CA0540000,Tulare,0,4,4,29,26,88,4,2025,11,CA,County
CA0540600,Tulare,0,4,2,18,15,46,21,2025,11,CA,City
CA0540000,Tulare,4,7,5,22,19,94,5,2025,12,CA,County
CA0540600,Tulare,0,4,5,16,7,51,10,2025,12,CA,City
CA0540000,Tulare,1,3,1,18,30,118,9,2026,1,CA,County
CA0540600,Tulare,0,9,3,11,21,55,25,2026,1,CA,City
CA0540000,Tulare,0,4,4,22,20,74,5,2026,2,CA,County
CA0540600,Tulare,0,1,2,29,14,39,16,2026,2,CA,City
CA0540000,Tulare,3,3,2,41,16,74,5,2026,3,CA,County
CA0540600,Tulare,0,3,3,19,11,52,22,2026,3,CA,City
CA0540000,Tulare,2,6,5,25,21,106,4,2026,4,CA,County
CA0540600,Tulare,0,3,5,22,8,46,14,2026,4,CA,City
CA0540000,Tulare,0,4,6,36,12,112,2,2026,5,CA,County
CA0540600,Tulare,0,5,2,21,10,47,9,2026,5,CA,City
CA0540000,Tulare,0,3,3,25,18,82,1,2026,6,CA,County
